062019051351999001002001TJOSÉ MIGUEL              BRAVO DE LAGUNA          BERMÚDEZ                 M00000000          S
062019051352999001013008TNIEVES                   ARROCHA                  MARTÍN                   F00000000          N
062019051352999001013009TZULEYMA                  LEMES                    MARTÍN                   F00000000          N
062019051352999001018001TMARÍA DOLORES            CORUJO                   BERRIEL                  F00000000          S
062019051352999001018010TMANUEL DE LOS REYES      QUINTANA                 MEDINA                   M00000000          N
062019051352999001018011TCATHAYSA                 LÓPEZ                    BETANCORT                F00000000          N
062019051352999001018012THADJI MALICK             NDIAYE                   SECK                     M00000000          N
062019051352999001018013TMARÍA INODELVIA          TORRES                   SANTACRUZ                F00000000          N
062019051352999001018014TJULIÁN ANDRÉS            PÉREZ                    O´PRAY                   M00000000          N
062019051352999001018015TDIONISIA                 VALADÉS                  HOLGUERA                 F00000000          N
062019051352999001018016TMIGUEL                   MERINO                   BERMEJO                  M00000000          N
062019051352999001018017TLOURDES MARÍA            BERNAL                   GUILLÉN                  F00000000          N
062019051352999001018018TGONZALO                  ANTOLÍN                  ÁLVAREZ                  M00000000          N
062019051352999001018019TISABEL                   LAZARA                   GÓMEZ                    F00000000          N
062019051352999001018002TMARCOS ANTONIO           BERGAZ                   VILLALBA                 M00000000          S
062019051352999001018020TLEANDRO                  MORALES                  TORIBIO                  M00000000          N
062019051352999001018021TANA MERCEDES             CURBELO                  HERNÁNDEZ                F00000000          N
062019051352999001018022TJUAN CARLOS              RODRÍGUEZ                DE RADA                  M00000000          N
062019051352999001018023TAUREA                    MAURÍ                    CADAVIECO                F00000000          N
062019051352999001018003TARIAGONA                 GONZÁLEZ                 PÉREZ                    F00000000          S
062019051352999001018004TANDRÉS                   STINGA                   PERDOMO                  M00000000          S
062019051352999001018005TISABEL MARÍA             MARTÍN                   TENORIO                  F00000000          S
062019051352999001018006TALBERTO                  AGUIAR                   LASSO                    M00000000          S
062019051352999001018007TROSA MARY                CALLERO                  CAÑADA                   F00000000          S
062019051352999001018008THUGO RICARDO             DELGADO                  BETANCOR                 M00000000          S
062019051352999001018009TMARÍA DEL CARMEN         GUADALUPE                GARCÍA                   F00000000          S
062019051352999001030001TPEDRO ANTONIO            JIMÉNEZ                  VEGA                     M00000000          N
062019051352999001030010TNORA AMALIA              FRANCO                   RUIZ                     F00000000          N
062019051352999001030011TCHAXIRAXE                CASTRO                   JORGE                    F00000000          N
062019051352999001030012TOLIVER                   RUIZ                     GARCÍA                   M00000000          N
062019051352999001030013TFRANCISCO JOSÉ           GARCÍA                   RODRÍGUEZ                M00000000          N
062019051352999001030014TESTEISI                  VIÑOLY                   HERNÁNDEZ                F00000000          N
062019051352999001030015TCASSIA REJANE            DE OLIVEIRA              DE MORAES                F00000000          N
062019051352999001030016TJOSÉ CARMELO             MARTÍN                   ROJAS                    M00000000          N
062019051352999001030017TEULIESER                 REYES                    VALDES                   M00000000          N
062019051352999001030018TPERSIA                   DELGADO                  DELGADO                  F00000000          N
062019051352999001030019TELBA MARINA              MARTÍN                   BARRIOS                  F00000000          N
062019051352999001030002TADRIÁN                   RODRÍGUEZ                HERNÁNDEZ                M00000000          N
062019051352999001030020TFEDERICO                 MACHÍN                   MARTÍN                   M00000000          N
062019051352999001030021TLUIS JORGE               GARCÍA                   MORALES                  M00000000          N
062019051352999001030022TZULEMA                   JARIO                    RODRÍGUEZ                F00000000          N
062019051352999001030023TROSALÍA DELIA            GONZÁLEZ                 AVERO                    F00000000          N
062019051352999001030003TGLEYBIS                  GONZÁLEZ                 PÉREZ                    F00000000          N
062019051352999001030004TESTELA                   AMEIJEIRAS               OUTES                    F00000000          N
062019051352999001030005TSEVENSUI                 PÉREZ                    GARCÍA                   M00000000          N
062019051352999001030006TFRANCISCO JOSÉ           ESPINO                   HORMIGA                  M00000000          N
062019051352999001030007TMAGDALENA                DELGADO                  RAMÓN                    F00000000          N
062019051352999001030008TYOVERKIS                 NEYRA                    PÉREZ                    M00000000          N
062019051352999001030009THECTOR MANUEL            DUQUE                    LEMES                    M00000000          N
062019051352999001031001TRAMÓN                    BERMÚDEZ                 BENASCO                  M00000000          N
062019051352999001031010TJOSÉ ANTONIO             PÉREZ                    CONTRERAS                M00000000          N
062019051352999001031011TYESICA MARÍA             MARTÍN                   LEÓN                     F00000000          N
062019051352999001031012TFERNANDO ALEXIS          MELIÁN                   RODRÍGUEZ                M00000000          N
062019051352999001031013TSOFIA                    OLIVERO                  BONILLA                  F00000000          N
062019051352999001031014TJOSÉ                     RODRÍGO                  SIRO                     M00000000          N
062019051352999001031015TJOSÉ MANUEL              MELIÁN                   LÓPEZ                    M00000000          N
062019051352999001031016TMARY TULIA               CERQUERA                 AROCA                    F00000000          N
062019051352999001031017TERIKA                    CABRERA                  VILLALBA                 F00000000          N
062019051352999001031018TANTIMO CÉSAR             VALIENTE                 SEPULVEDA                M00000000          N
062019051352999001031019TALEJANDRO                CABRERA                  BETANCORT                M00000000          N
062019051352999001031002TMARÍA NEREIDA            PÉREZ                    GONZÁLEZ                 F00000000          N
062019051352999001031020TSERGIO JESÚS             PERDOMO                  ELVIRA                   M00000000          N
062019051352999001031021TCARMEN ISABEL            GOPAR                    MARTÍN                   F00000000          N
062019051352999001031022TCARLOS JAVIER            RODRÍGUEZ                MELO                     M00000000          N
062019051352999001031023TTOBIAS ESTEBAN           PUJOR                    DE RIEMER                M00000000          N
062019051352999001031003TNOELIA TERESA            HERNÁNDEZ                EUGENIO                  F00000000          N
062019051352999001031004TJOSÉ MARCIAL             GONZÁLEZ                 DORTA                    M00000000          N
062019051352999001031005TMARÍA                    PERDOMO                  MEDINA                   F00000000          N
062019051352999001031006TRAFAEL                   TAVIO                    HILL                     M00000000          N
062019051352999001031007TGLORIA TERESA            FABREGA                  GUADALUPE                F00000000          N
062019051352999001031008TFRANCISCO ALEJANDRO      GARCÍA                   PÉREZ                    M00000000          N
062019051352999001031009TNURIA ESTHER             MESA                     HERNÁNDEZ                F00000000          N
062019051352999001034001TJOSÉ MANUEL              VÁZQUEZ                  RODRÍGUEZ                M00000000          N
062019051352999001034010TTOMÁS ALEJANDRO          ECHEVARRÍA               ROMERO                   M00000000          N
062019051352999001034011TLUZ MARINA               TEJERA                   TOLEDO                   F00000000          N
062019051352999001034012TJOSÉ JESÚS               DENIZ                    ARROCHA                  M00000000          N
062019051352999001034013TCARMEN TERESA            RODRÍGUEZ                HERNÁNDEZ                F00000000          N
062019051352999001034014TRAMÓN (GUADAFRÍA)        ALFONSO                  HERNÁNDEZ                M00000000          N
062019051352999001034015TCARLOS GUSTAVO           TEJERA                   TOLEDO                   M00000000          N
062019051352999001034016TJENIFER                  MARRERO                  GARCÍA                   F00000000          N
062019051352999001034017TAMBROSIO                 SAAVEDRA                 RAMÓN                    M00000000          N
062019051352999001034018TMARÍA CARMEN             CEDRÉS                   PERDOMO                  F00000000          N
062019051352999001034019TMARTA                    DÍAZ                     CABRERA                  F00000000          N
062019051352999001034002TNURIA ESTHER             CEDRES                   PERDOMO                  F00000000          N
062019051352999001034020TCARMELO                  DENIZ                    ARROCHA                  M00000000          N
062019051352999001034021TJONAY IONE               VÁZQUEZ                  RODRÍGUEZ                M00000000          N
062019051352999001034022TSARA                     MATEOS                   SÁNCHEZ                  F00000000          N
062019051352999001034023TAURELIO                  ARROCHA                  CABRERA                  M00000000          N
062019051352999001034003TJUAN ANTONIO             GARCÍA                   BOYERO                   M00000000          N
062019051352999001034004TVÍCTOR DAMIÁN            DÍAZ                     MEDINA                   M00000000          N
062019051352999001034005TPLÁCIDA                  CABRERA                  SUÁREZ                   F00000000          N
062019051352999001034006TCORALIA                  LOBATO                   GONZÁLEZ                 F00000000          N
062019051352999001034007TLUIS MIGUEL              GARCÍA                   BETANCORT                M00000000          N
062019051352999001034008TMANUELA                  FERNÁNDEZ                FERRO                    F00000000          N
062019051352999001034009TMARÍA JESÚS              CEDRÉS                   PERDOMO                  F00000000          N
062019051352999001043001TMANUEL                   CABRERA                  CABRERA                  M00000000          N
062019051352999001043010TJUAN LUIS                NOBREGA                  GONZÁLEZ                 M00000000          N
062019051352999001043011TANA ISABEL               DÍAZ                     CRUCES                   F00000000          N
062019051352999001043012TJOSÉ ÁNGEL               ÁLVAREZ                  PERDOMO                  M00000000          N
062019051352999001043013TMARÍA INMACULADA         RODRÍGUEZ                FERNÁNDEZ                F00000000          N
062019051352999001043014TLAUREANO                 ÁLVAREZ                  DELGADO                  M00000000          N
062019051352999001043015TLIDIA ESTHER             VIERA                    MARTÍN                   F00000000          N
062019051352999001043016TAIRAM JOSÉ               QUESADA                  PEÑA                     M00000000          N
062019051352999001043017TMACARENA                 MORÍN                    GONZÁLEZ                 F00000000          N
062019051352999001043018TADZUBENAM GUADUNETH      BETANCORT                TAVIO                    M00000000          N
062019051352999001043019TVANESA                   RAMÓN                    APARICIO                 F00000000          N
062019051352999001043002TFELICIANO RAMÓN          DÍAZ                     HERNÁNDEZ                M00000000          N
062019051352999001043020TJOSÉ MANUEL              JURADO                   BENÍTEZ                  M00000000          N
062019051352999001043021TSUSANA                   CABRERA                  MACHIN                   F00000000          N
062019051352999001043022TAZARIAS                  ÁLVAREZ                  HERNÁNDEZ                M00000000          N
062019051352999001043023TMARÍA JOSÉ               MONTALBÁN                LUQUE                    F00000000          N
062019051352999001043003TNATALIA                  CURBELO                  CABRERA                  F00000000          N
062019051352999001043004TJOSÉ MARÍA               BRA                      REY                      M00000000          N
062019051352999001043005TROMINA                   ÁLVAREZ                  DÉNIZ                    F00000000          N
062019051352999001043006TMATIAS                   GARCÍA                   GUADALUPE                M00000000          N
062019051352999001043007TCARMEN DOLORES           FEO                      MORENO                   F00000000          N
062019051352999001043008TCARMELO                  CORUJO                   RODRÍGUEZ                M00000000          N
062019051352999001043009TYASMINA                  TABARES                  JUNQUERA                 F00000000          N
062019051352999001046001TMARÍA ANTONIA            PERERA                   BETANCOR                 F00000000          S
062019051352999001046010TEDURNE LETICIA           MARTÍNEZ                 HERRERA                  F00000000          N
062019051352999001046011TMARIO JOSÉ               IZQUIERDO                GALLEGO                  M00000000          N
062019051352999001046012TJOSÉ LUÍS                GARCÍA                   GONZÁLEZ                 M00000000          N
062019051352999001046013TJUAN JOSÉ                CUADRADO                 DEL RIO                  M00000000          N
062019051352999001046014TJEZABEL                  RAMOS                    HERNÁNDEZ                F00000000          N
062019051352999001046015TCARMEN LORENZA           LEMA                     POSE                     F00000000          N
062019051352999001046016TMIGUEL ÁNGEL             PUIG                     TUYA                     M00000000          N
062019051352999001046017TANA MARÍA                GARCÍA                   FERNÁNDEZ                F00000000          N
062019051352999001046018TJOSÉ RAMÓN               PLATÓN                   CANTERO                  M00000000          N
062019051352999001046019TLAURA                    BALDE                    EJJAR                    F00000000          N
062019051352999001046002TMYRIAM ELISABETH         BARROS                   GROSSO                   F00000000          S
062019051352999001046020TINGRID                   BALEN                    GÓMEZ                    F00000000          N
062019051352999001046021TMARÍA ROSARIO            LORENZO                  RODRÍGUEZ                F00000000          N
062019051352999001046022TRICARDO FRANCISCO        GALDÓS                   LORENZO                  M00000000          N
062019051352999001046023TIONE                     MERINO                   GÓMEZ                    M00000000          N
062019051352999001046003TJORGE MIGUEL             PEÑAS                    LOZANO                   M00000000          N
062019051352999001046004TYURENA                   CORUJO                   MARTÍN                   F00000000          N
062019051352999001046005TJOSÉ LUÍS                ASENCIO                  GARCÍA                   M00000000          N
062019051352999001046006TAMPARO DOLORES           PERDOMO                  FEO                      F00000000          N
062019051352999001046007TJUAN ANTONIO             MARRERO                  SIVERIO                  M00000000          N
062019051352999001046008TJOSÉ ANTONIO             FERNÁNDEZ                RODRÍGUEZ                M00000000          N
062019051352999001046009TMARÍA VICENTA            HERNÁNDEZ                JORGE                    F00000000          N
062019051352999001048001TMANUEL ALEJANDRO         FERNÁNDEZ                MARTÍN                   M00000000          N
062019051352999001048010TITAHISA                  GONZÁLEZ                 BELLO                    F00000000          N
062019051352999001048011TMACARENA                 TOLEDO                   LÓPEZ                    F00000000          N
062019051352999001048012TYURENA                   CHAVES                   FELIPE                   F00000000          N
062019051352999001048013TTAREK                    SABRA                    VALIDO                   M00000000          N
062019051352999001048014TKASSEM                   SABRA                    RESLAN                   M00000000          N
062019051352999001048015TMANUEL                   CAMACHO                  NUÑEZ                    M00000000          N
062019051352999001048016TMARÍA INES               UMPIÉRREZ                ORAMAS                   F00000000          N
062019051352999001048017TGRISLER DEL CARMEN       SÁNCHEZ                  LÓPEZ                    F00000000          N
062019051352999001048018TFELIPE                   FUENTES                  MESA                     M00000000          N
062019051352999001048019TCARLOS JERAY             LERMO                    GUTIÉRREZ                M00000000          N
062019051352999001048002TCLARA ISABEL             MANCERA                  ROMERO                   F00000000          N
062019051352999001048020TJUAN PEDRO               LUQUE                    LASSO                    M00000000          N
062019051352999001048021TASBEL                    RODRÍGUEZ                HERNÁNDEZ                M00000000          N
062019051352999001048022TFRANCISCA                MALDONADO                NÚÑEZ                    F00000000          N
062019051352999001048023TMANUELA                  CARDÓN                   ALONSO                   F00000000          N
062019051352999001048003TJESÚS                    PÉREZ                    GONZÁLEZ                 M00000000          N
062019051352999001048004TMARÍA EUGENIA            BOAN                     ÄLVAREZ                  F00000000          N
062019051352999001048005TJESÚS MANUEL             BETANCOR                 GARCÍA                   M00000000          N
062019051352999001048006TMARÍA DE LAS NIEVES      MOLINA                   GONZÁLEZ                 F00000000          N
062019051352999001048007TJUSTINIANO               PARRILLA                 DAUTA                    M00000000          N
062019051352999001048008TSANTIAGO                 PÉREZ                    MARTÍN                   M00000000          N
062019051352999001048009TJOSÉ DE JESÚS            TORRES                   BONILLA                  M00000000          N
062019051352999001049001TPAULA                    CORUJO                   CALLERO                  F00000000          N
062019051352999001049010TSABINA                   BELLO                    AGÜERO                   F00000000          N
062019051352999001049011TÓSCAR                    DE LEÓN                  UMPIÉRREZ                M00000000          N
062019051352999001049012TDOMINGO MIGUEL           HERNÁNDEZ                GÁMEZ                    M00000000          N
062019051352999001049013TMARÍA ISABEL             GARCÍA                   GIL                      F00000000          N
062019051352999001049014TGERMÁN SILVESTRE         MARTÍN                   PÉREZ                    M00000000          N
062019051352999001049015TMARÍA LIDIA DE LA CRUZ   TORRES                   DE LEÓN                  F00000000          N
062019051352999001049016TMIGUEL                   GUINDO                   ALEMPARTE                M00000000          N
062019051352999001049017TJORGE                    DÍAZ                     ÁLVAREZ                  M00000000          N
062019051352999001049018TMARÍA DEL PILAR          PÉREZ                    OLIVERO                  F00000000          N
062019051352999001049019TANDREA TAMARA            DÍAZ                     GARCÍA                   F00000000          N
062019051352999001049002TMARÍA LIDIA              PLA                      TORRES                   F00000000          N
062019051352999001049020TSONIA                    MARTÍN                   PÉREZ                    F00000000          N
062019051352999001049021TCORALINA PAOLA           OGNIBENE                 GARCÍA                   F00000000          N
062019051352999001049022TEUSEBIO                  RUBIO                    BARRIOS                  M00000000          N
062019051352999001049023TYRINA MARÍA              CABRERA                  GARCÍA                   F00000000          N
062019051352999001049003TSONIA MÓNICA             ROMERO                   VETERE                   F00000000          N
062019051352999001049004TSERGIO                   MARTÍN                   MEDINA                   M00000000          N
062019051352999001049005TYONE XARACH              CARABALLO                MEDINA                   M00000000          N
062019051352999001049006TJUAN JESÚS               MARTÍN                   MARTÍN                   M00000000          N
062019051352999001049007TGUAYARMINA DEL ROSARIO   HERNÁNDEZ                GUTIÉRREZ                F00000000          N
062019051352999001049008TMARÍA DOLORES            RODRÍGUEZ                ACOSTA                   F00000000          N
062019051352999001049009TJOSÉ                     VILLAGRASA               LÁZARO                   M00000000          N
062019051352999001050001TJOSÉ                     CARBALLO                 MORAGA                   M00000000          N
062019051352999001050010TMARÍA MONTSERRAT         GONZÁLEZ                 ESPINOSA                 F00000000          N
062019051352999001050011TSANTIAGO AYOSE           MELIÁN                   DÉNIZ                    M00000000          N
062019051352999001050012TGUACIMARA                PÁEZ                     PÁEZ                     F00000000          N
062019051352999001050013TÁNGEL                    HERNÁNDEZ                MARÍN                    M00000000          N
062019051352999001050014TELOISA                   TREMPS                   RIVAS                    F00000000          N
062019051352999001050015TJOSÉ MARÍA               ARMENDARIZ               ARRARAS                  M00000000          N
062019051352999001050016TJESSICA                  HORNA                    CENTENO                  F00000000          N
062019051352999001050017TFRANCISCO                OJEDA                    GORDILLO                 M00000000          N
062019051352999001050018TDIANA NKRUMAH            MORÁN                    GARCÍA                   F00000000          N
062019051352999001050019TVICENTE                  FRONTANA                 NIZ                      M00000000          N
062019051352999001050002TMARÍA DEL MAR            GIL                      PÉREZ                    F00000000          N
062019051352999001050020TMARÍA DOLORES            MONTES                   SUÁREZ                   F00000000          N
062019051352999001050021TMANUEL                   BARGUEÑO                 DEL VALLE                M00000000          N
062019051352999001050022TNIRA                     VEGA                     NELLY                    F00000000          N
062019051352999001050023TMIGUEL ÁNGEL             ROBAINA                  SUÁREZ                   M00000000          N
062019051352999001050003TNAUZET                   MARTÍN                   BETANCORT                M00000000          N
062019051352999001050004TJAKELINE                 CERNA                    HENAO                    F00000000          N
062019051352999001050005TVICENTE                  FRONTANA                 ANEAS                    M00000000          N
062019051352999001050006TADRIANA                  GARCÍA                   SUÁREZ                   F00000000          N
062019051352999001050007TDIONISIO                 FERNÁNDEZ                DÍAZ                     M00000000          N
062019051352999001050008TSILVIA                   LÓPEZ                    MARTÍNEZ                 F00000000          N
062019051352999001050009TGUSTAVO DANIEL           CASTELLANOS              FERREYRA                 M00000000          N
062019051352999001054001TJUAN MIGUEL              AGUIAR                   CUBELLS                  M00000000          N
062019051352999001054010TMARÍA DEL CARMEN         SÁEZ                     CELDRÁN                  F00000000          N
062019051352999001054011TROSA MELANIA             BARROS                   CALERO                   F00000000          N
062019051352999001054012TRAQUEL AUXILIADORA       JIMÉNEZ                  MARTAGÓN                 F00000000          N
062019051352999001054013TELOY                     CORREA                   SÁEZ                     M00000000          N
062019051352999001054014TJULIA                    MARTÍN                   VARGAS                   F00000000          N
062019051352999001054015TROBERTO                  LÓPEZ                    SÁNCHEZ                  M00000000          N
062019051352999001054016TMARÍA JESÚS              SEVILLA                  GUTIÉRREZ                F00000000          N
062019051352999001054017TTAMARA                   MARTÍN                   MARTEL                   F00000000          N
062019051352999001054018TJORGE ENRIQUE            BARRIOS                  RODRÍGUEZ                M00000000          N
062019051352999001054019TMIGUEL ÁNGEL             GARCÍA                   ÁLVAREZ                  M00000000          N
062019051352999001054002TMARCOS                   DIZ                      PAZO                     M00000000          N
062019051352999001054020TMOISÉS                   PERDIZ                   TORRES                   M00000000          N
062019051352999001054021TÁFRICA                   CUBELLS                  DE LA RUBIA              F00000000          N
062019051352999001054022TJOSÉ MANUEL              DIZ                      PAZO                     M00000000          N
062019051352999001054023TGABRIELA                 VELA                     DEL VALLE                F00000000          N
062019051352999001054003TJOSÉ FRANCISCO           ALEMÁN                   GIL                      M00000000          N
062019051352999001054004TCARMEN DOLORES           TORIBIO                  CABRERA                  F00000000          N
062019051352999001054005TIRIS                     ROMÁN                    MARTÍN                   F00000000          N
062019051352999001054006TFERNANDO DANIEL          ROMÁN                    ESTEBAN                  M00000000          N
062019051352999001054007TJOSÉ ANTONIO             JIMÉNEZ                  LASSO DE LA VEGA         M00000000          N
062019051352999001054008TANA MARÍA                RODRÍGUEZ                TEJERA                   F00000000          N
062019051352999001054009TGABRIEL SIXTO            DÍAZ                     BARRERA                  M00000000          N
062019051352999001060001TSEGUNDO                  RODRÍGUEZ                GONZÁLEZ                 M00000000          N
062019051352999001060010TMADELEINE                HOLGUÍN                  VÁSQUEZ                  F00000000          N
062019051352999001060011TJUAN                     RODRÍGUEZ                MEDINA                   M00000000          N
062019051352999001060012TLISSETE OLGA             MURILLO                  ZAVALA                   F00000000          N
062019051352999001060013TRAFAEL ANTONIO           ESCALONA                 MEDINA                   M00000000          N
062019051352999001060014TREYNA ISABEL             OROZA                    HERNÁNDEZ                F00000000          N
062019051352999001060015TABRAHAM DE LOS SANTOS    ÁLVAREZ                  GÓMEZ                    M00000000          N
062019051352999001060016TTERESA MARÍA             OROSA                    MARTÍN                   F00000000          N
062019051352999001060017TDIEGO FERNANDO           TOBÓN                    OLGÍN                    M00000000          N
062019051352999001060018TMARÍA ISABEL             QUINTERO                 DE LUNA                  F00000000          N
062019051352999001060019TJESÚS MANUEL             LEMES                    OROSA                    M00000000          N
062019051352999001060002TMARÍA MANUELA            REBOLLIDO                BOUZÓN                   F00000000          N
062019051352999001060020TSANDRA MARÍA             RODRÍGUEZ                MIRANDA                  F00000000          N
062019051352999001060021TORLANDO CARMELO          SANTANA                  VILLALBA                 M00000000          N
062019051352999001060022TTECLA OLIVIA             GARCÍA                   DÍAZ                     F00000000          N
062019051352999001060023TAURELIO JESÚS            PERDOMO                  GUILLÉN                  M00000000          N
062019051352999001060003TOSBEL                    LARA                     GONZÁLEZ                 M00000000          N
062019051352999001060004TJOSEFA MARY              RODRÍGUEZ                GONZÁLEZ                 F00000000          N
062019051352999001060005TANDRÉS VICENTE           RODRÍGUEZ                DUQUE                    M00000000          N
062019051352999001060006TBEATRIZ                  ALONSO                   TRONCOSO                 F00000000          N
062019051352999001060007TMIGUEL ANTONIO           OUBIÑA                   PÉREZ                    M00000000          N
062019051352999001060008TELIZABETH                MONTORO                  TAVÍO                    F00000000          N
062019051352999001060009TJULIÁN FERNANDO          TRUJILLO                 MIRANDA                  M00000000          N
062019051353999001003001TJAVIER                   TENDERO                  POMARES                  M00000000          N
062019051353999001003010TCRISTIAN SANTIAGO        PÉREZ                    LÓPEZ                    M00000000          N
062019051353999001003011TDANIELA MARÍA            LÓPEZ                    VARELA                   F00000000          N
062019051353999001003012TDAVID                    MARTÍNEZ                 GONZÁLEZ                 M00000000          N
062019051353999001003013TOSCAR                    CANCELA                  ROMERO                   M00000000          N
062019051353999001003014TLAURA                    FIGUEROA                 GONZÁLEZ                 F00000000          N
062019051353999001003015TJAVIER ISIDRO            BOBIS                    ALBUERNE                 M00000000          N
062019051353999001003016TMARÍA CELESTE            VEGA                     MARTÍN                   F00000000          N
062019051353999001003017TIVÁN                     BARRABI                  PÉREZ                    M00000000          N
062019051353999001003018TMARINA                   GARCÍA                   ROLA                     F00000000          N
062019051353999001003019TLUIS ALBERTO             DÍAZ                     ANDRÉS                   M00000000          N
062019051353999001003002TJAVIER                   GUTIÉRREZ                HERNÁNDEZ                M00000000          N
062019051353999001003020TGUACIMARA                CERDEÑA                  HERNÁNDEZ                F00000000          N
062019051353999001003021TCARLOS MANUEL            SOTO                     GALVÁN                   M00000000          N
062019051353999001003022TJUAN MIGUEL              MOLINA                   ARAGÓN                   M00000000          N
062019051353999001003023TSONIA MARÍA              ÁLAMO                    SÁNCHEZ                  F00000000          N
062019051353999001003003TJESSICA LAURA            BATISTA                  BETANCOR                 F00000000          N
062019051353999001003004TARMINDA                  ORELLANA                 HERNÁNDEZ                F00000000          N
062019051353999001003005TSARA                     JORGE                    ALONSO                   F00000000          N
062019051353999001003006TVIRGINIA                 DE LEÓN                  REYES                    F00000000          N
062019051353999001003007TAGAPITO                  DE VERA                  DARIAS                   M00000000          N
062019051353999001003008TJOSEFA CELIA             SUÁREZ                   CERPA                    F00000000          N
062019051353999001003009TLETICIA IRAYA            CURBELO                  MORALES                  F00000000          N
062019051353999001006001TDOLORES ALICIA (LOLA)    GARCÍA                   MARTÍNEZ                 F00000000          S
062019051353999001006010TANTONIO                  RODRÍGUEZ                SÁNCHEZ                  M00000000          N
062019051353999001006011TMARÍA DOLORES            ALONSO                   ÁVILA                    F00000000          N
062019051353999001006012TMARÍA DE LA PEÑA         AGUIAR                   PADILLA                  F00000000          N
062019051353999001006013TÓSCAR                    GUERRA                   CARBALLO                 M00000000          N
062019051353999001006014TBÁRBARA SOFIA            ÉVORA                    HANGGI                   F00000000          N
062019051353999001006015TJAVIER ÁNGEL             FRANCO                   HORMIGA                  M00000000          N
062019051353999001006016TDAVINIA DEL PINO         BRITO                    HERNÁNDEZ                F00000000          N
062019051353999001006017TMARÍA SORAYA             PÉREZ                    GOPAR                    F00000000          N
062019051353999001006018TDAVID                    RAMOS                    MARTÍNEZ                 M00000000          N
062019051353999001006019TMARÍA DEL CARMEN         OJEDA                    DÍAZ                     F00000000          N
062019051353999001006002TCRISTOBAL (DAVID)        DE VERA                  CABRERA                  M00000000          S
062019051353999001006020TSILVESTRE                CHACÓN                   MESA                     M00000000          N
062019051353999001006021TJOSEFA DE LA PEÑA        BRITO                    BETANCOR                 F00000000          N
062019051353999001006022TSILVIA ESTHER            DE VERA                  CABRERA                  F00000000          N
062019051353999001006023TJOSÉ ANTONIO             RUÍZ                     AGUIAR                   M00000000          N
062019051353999001006003TJONATHAN                 GIL                      CRUZ                     M00000000          S
062019051353999001006004TRITA                     DARIAS                   FUENTES                  F00000000          S
062019051353999001006005TRAYCO                    LEÓN                     JORDÁN                   M00000000          S
062019051353999001006006TPEDRO                    MARTÍNEZ                 CABRERA                  M00000000          S
062019051353999001006007TADARGOMA                 HERNÁNDEZ                RODRÍGUEZ                F00000000          S
062019051353999001006008TMARÍA DEL CARMEN         ALONSO                   SAAVEDRA                 F00000000          N
062019051353999001006009TTAMARA                   BRITO                    BRITO                    F00000000          N
062019051353999001008001TALEJANDRO  JESÚS         JORGE                    MORENO                   M00000000          S
062019051353999001008010TELIZABETH                CABRERA                  PEÑA                     F00000000          N
062019051353999001008011TÁNGELA MARÍA             GUERRA                   HERNÁNDEZ                F00000000          N
062019051353999001008012TMARÍA DE LOS ÁNGELES     VALDIVIA                 ARTERO                   F00000000          N
062019051353999001008013TMARÍA NATALIA            PERDOMO                  DÍAZ                     F00000000          N
062019051353999001008014TANDRÉS                   MOTOS                    GARCÍA                   M00000000          N
062019051353999001008015TMARTÍN LEONARDO          FERNÁNDEZ                VEGA                     M00000000          N
062019051353999001008016TMARÍA ESTHER (NURIA)     LLORCA                   PLACERES                 F00000000          N
062019051353999001008017TESTHER                   MARTÍNEZ                 YANES                    F00000000          N
062019051353999001008018TDANIEL JESÚS             PÉREZ                    HERNÁNDEZ                M00000000          N
062019051353999001008019TCRISTINA VANESA          MUJICA                   ÁVILA                    F00000000          N
062019051353999001008002TANTONIO SERGIO           LLORET                   LÓPEZ                    M00000000          S
062019051353999001008020TJUAN SAÚL                GUERRA                   RODRÍGUEZ                M00000000          N
062019051353999001008021TMARÍA NOELIA             JORGE                    RAMÍREZ                  F00000000          N
062019051353999001008022TESPERANZA                GONZÁLEZ                 MÉNDEZ                   F00000000          N
062019051353999001008023TJONATHAN                 RODRÍGUEZ                SUÁREZ                   M00000000          N
062019051353999001008003TMARCELINO                CERDEÑA                  RUÍZ                     M00000000          S
062019051353999001008004TSANDRA                   DOMÍNGUEZ                HORMIGA                  F00000000          N
062019051353999001008005TSANDRA MARÍA             GONZÁLEZ                 FRANQUIS                 F00000000          N
062019051353999001008006TJUAN NICOLÁS             CABRERA                  SAAVEDRA                 M00000000          N
062019051353999001008007TMARÍA                    JORDÁN                   VELÁZQUEZ                F00000000          N
062019051353999001008008TPEDRO                    ARMAS                    ROMERO                   M00000000          N
062019051353999001008009TCARMELO SANTIAGO         RAMÍREZ                  GARCÍA                   M00000000          N
062019051353999001012001TDOMINGO                  MARTÍNEZ                 BERRIEL                  M00000000          N
062019051353999001012010TRUBÉN                    INIESTA                  FUENTES                  M00000000          N
062019051353999001012011TSILVIA ELENA             DÍAZ                     BLANCO                   F00000000          N
062019051353999001012012TMYRIAN                   MENDOZA                  MULERO                   F00000000          N
062019051353999001012013TSILVIA MARÍA             BENÍTEZ                  VALIENTE                 M00000000          N
062019051353999001012014TJOAQUÍN                  FRANCISCO                MORAL                    M00000000          N
062019051353999001012015TJUAN ANTONIO             PRADA                    ARNALDO                  M00000000          N
